@params:Amp A Slope|Amp Attack|Amp D Slope|Amp Decay|Amp Loop Mode|Amp R Slope|Amp Release|Amp Sustain|Env 2 A Slope|Env 2 Attack|Env 2 D Slope|Env 2 Decay|Env 2 Final|Env 2 Initial|Env 2 Loop Mode|Env 2 Peak|Env 2 R Slope|Env 2 Release|Env 2 Sustain|Env 3 A Slope|Env 3 Attack|Env 3 D Slope|Env 3 Decay|Env 3 Final|Env 3 Initial|Env 3 Loop Mode|Env 3 Peak|Env 3 R Slope|Env 3 Release|Env 3 Sustain|Filter 1 BP/NO/Morph|Filter 1 Drive|Filter 1 Freq|Filter 1 LP/HP|Filter 1 Morph|Filter 1 On|Filter 1 Res|Filter 1 Slope|Filter 1 Type|Filter 2 BP/NO/Morph|Filter 2 Drive|Filter 2 Freq|Filter 2 LP/HP|Filter 2 Morph|Filter 2 On|Filter 2 Res|Filter 2 Slope|Filter 2 Type|FilterRouting|Glide|Global Mod Amount|LFO 1 Amount|LFO 1 Attack Time|LFO 1 Phase Offset|LFO 1 Rate|LFO 1 Retrigger|LFO 1 S. Rate|LFO 1 Shape|LFO 1 Shaping|LFO 1 Sync|LFO 2 Amount|LFO 2 Attack Time|LFO 2 Phase Offset|LFO 2 Rate|LFO 2 Retrigger|LFO 2 S. Rate|LFO 2 Shape|LFO 2 Shaping|LFO 2 Sync|MonoPoly|Osc 1 Detune|Osc 1 Effect 1|Osc 1 Effect 2|Osc 1 Gain|Osc 1 On|Osc 1 Pan|Osc 1 Pos|Osc 1 Transp|Osc 2 Detune|Osc 2 Effect 1|Osc 2 Effect 2|Osc 2 Gain|Osc 2 On|Osc 2 Pan|Osc 2 Pos|Osc 2 Transp|Osc1Class|Osc1Effect|Osc1Index|Osc2Class|Osc2Effect|Osc2Index|PolyVoices|Sub Gain|Sub On|Sub Tone|Sub Transpose|Time|Transpose|Unison Amount|UnisonMode|UnisonVoices|Volume|XyzParamMatrix
Abdominal Bass:0.5|0.11363636702299118|0.738095223903656|0.7567567825317383|0.0|0.71875|0.203125|0.953125|0.5|0.28125|1.0|1.0|0.0|0.4609375|0.0|0.8984375|0.75|0.4545454680919647|0.953125|0.4140625|0.0546875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.603175163269043|2.0|0.0|1.0|0.1746031790971756|1.0|0.0|0.0|0.0859375|0.22221246361732483|4.0|0.0|1.0|0.60317462682724|0.0|1.0|0|0.1875|0.5|1.0|0.109375|0.0|0.18749995529651642|1.0|15.0|0.0|0.625|1.0|0.1171875|0.109375|0.0|0.1562499701976776|1.0|17.0|0.0|0.796875|1.0|0|0.5|0.5078125|0.0|1.0|1.0|0.4140625|0.24137930572032928|-24.0|0.4765625|0.0|0.2265625|0.831932783126831|1.0|0.5|0.6302521228790283|0.0|10|3|8|0|1|0|6|0.421875|1.0|0.84375|2.0|0.4609375|12.0|0.0234375|1|2|0.359375|Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.0/0.953125/-0.0015624761581420898/0.0/-0.796875/0.0/0.265625/1.0/0.21875/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 2 Effect 1=0.0/0.0/0.0/0.0/0.0/-0.015625/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.0/0.0/0.0/0.0/-0.21875/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.0/0.0/0.0/0.0/0.01874995231628418/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Unison Amount=0.0/0.0/0.984375/0.078125/0.265625/0.0/0.0/0.0/0.0/0.125/0.0
Achilles Bells:0.26923078298568726|0.1015625|0.90625|0.71875|0.0|0.75|0.4921875|0.4453125|0.78125|0.109375|0.75|0.6328125|0.0|0.3984375|0.0|0.6796875|0.75|0.609375|0.375|0.1796875|0.5234375|0.8515625|0.53125|0.0|0.0|0.0|1.0|0.75|0.3671875|0.828125|0.0|0.0078125|0.6904776692390442|0.0|0.0|1.0|0.30158731341362|0.0|0.0|0.0|0.078125|0.6111095547676086|2.0|0.0|1.0|0.3253968358039856|0.0|0.0|2|0.0|0.5078125|0.3359375|0.171875|0.0|0.125|1.0|15.0|0.0|0.1796875|0.0|0.453125|0.1484375|0.0546875|0.10156247764825821|1.0|15.0|0.0|0.25|0.0|1|0.4765625|0.4453125|0.0|0.8403361439704895|1.0|0.15625|0.5378151535987854|-12.0|0.5546875|0.5|0.046875|0.8571428656578064|1.0|0.8203125|0.5126050710678101|0.0|1|3|3|1|3|0|3|0.671875|0.0|0.8359375|0.0|0.5|0.0|0.1171875|2|5|0.671875|Osc 1 Pos=0.0/0.0/0.0/0.46875/0.0/0.0/0.0/0.0/0.0/-0.734375/0.0!Filter 1 Freq=0.203125/0.0/0.0/0.0/0.0/0.234375/4.0531158447265625e-06/0.0/0.0/-0.34375/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.0/0.0/-0.34375/-0.453125/0.0/0.0/0.0/0.0/0.34375/0.0!Osc 1 Effect 2=0.0/0.0/0.0/0.578125/0.484375/0.0/0.0/0.0/0.0/0.234375/0.0!Osc 1 Pan=0.0/0.0/0.0/0.46875/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.65625/0.6875/0.0/0.0/0.0/0.0/-0.296875/0.0!Osc 2 Pan=0.0/0.0/0.0/0.0/-0.46875/0.0/0.0/0.0/0.0/0.0/0.0!Sub Tone=0.0/-0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.4375/0.0!Sub Gain=0.0/0.328125/0.640625/0.0/0.0/0.0/0.0/0.0/0.0/0.15625/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.46875/0.00040626528789289296/0.0/0.0/-0.421875/0.0
After Fade:0.5|0.046875|0.75|0.9636363387107849|0.0|0.4140625|0.234375|0.7400000095367432|0.5|0.171875|0.9769230484962463|0.3333333432674408|0.0|0.0|0.0|1.0|0.75|0.3828125|0.046875|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.0|0.38889017701148987|0.0|0.0|1.0|0.2777777910232544|1.0|0.0|0.0|0.0|0.21428003907203674|0.0|0.0|1.0|0.0|0.0|1.0|0|0.0|0.4765625|1.0|0.109375|0.0|0.515625|1.0|15.0|0.0|0.1875|0.0|1.0|0.0546875|0.0|0.18110235035419464|1.0|15.0|2.0|0.2265625|0.0|1|0.59375|0.5|0.2734375|1.0|1.0|0.4296875|0.1626213639974594|0.0|0.5|0.6796875|0.0|0.756302535533905|1.0|0.7109375|0.6638655662536621|-7.0|0|1|22|5|2|4|6|0.5011875033378601|1.0|0.0|0.0|0.5|0.0|0.4296875|5|3|0.6796875|Osc 1 Pos=0.046875/0.359375/0.0/0.109375/0.03125/0.5625/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=0.0/0.65625/0.0/0.0/0.0/0.390625/0.0/0.0/0.390625/0.375/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.09375/0.0!Transpose=0.0/0.046875/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/-0.015625/0.0!Osc 2 Pos=0.09375/0.234375/0.078125/0.0/-0.03125/-0.34375/0.0/0.0/0.0/0.421875/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.234375/0.0/0.0/0.0/-0.0625/0.0
Air Flute Magnus:0.26923078298568726|0.28125|0.90625|0.71875|0.0|0.75|0.4140625|0.9453125|0.78125|0.09375|0.75|0.6328125|0.0|0.7734375|0.0|1.0|0.75|0.359375|1.0|0.1796875|0.1484375|0.8515625|0.53125|0.0|0.0|0.0|1.0|0.75|0.296875|0.8671875|0.0|0.0078125|0.42856770753860474|0.0|0.0|1.0|0.5625|0.0|1.0|0.0|0.078125|0.5238040685653687|2.0|0.0|1.0|0.5873016119003296|0.0|0.0|2|0.0|0.5078125|0.4609375|0.171875|0.0|0.125|1.0|15.0|0.0|0.1796875|0.0|0.65625|0.1484375|0.0546875|0.1015624925494194|1.0|15.0|0.0|0.25|0.0|1|0.4765625|0.5|0.1796875|0.7478991746902466|1.0|0.5|0.29411765933036804|0.0|0.5546875|0.5|0.1796875|0.924369752407074|1.0|0.5|0.22689075767993927|0.0|5|3|5|5|3|5|6|0.6171875|0.0|0.8359375|1.0|0.5|0.0|0.5234375|3|5|0.4765625|Osc 1 Pos=0.0/0.0/0.0/-0.25/0.0/0.0/0.0/0.0/0.0/-0.734375/0.0!Filter 1 Freq=0.203125/0.0/0.0/0.0/0.0/0.296875/0.035762786865234375/0.0/0.0/-0.34375/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.203125/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.25/0.125/0.0/0.0/0.0/0.0/-0.296875/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.078125/0.0/0.0/0.0/-0.421875/0.0!Osc 1 Effect 2=0.0/0.0/0.0/-0.25/0.15625/0.0/0.0/0.0/0.0/0.234375/0.0!Osc 1 Pan=0.0/0.0/0.0/0.15625/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.0/0.0/-0.171875/-0.078125/0.0/0.0/0.0/0.0/0.34375/0.0!Osc 2 Pan=0.0/0.0/0.0/0.0/-0.140625/0.0/0.0/0.0/0.0/0.0/0.0!Sub Tone=0.0/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.4375/0.0!Sub Gain=0.0/0.328125/0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.15625/0.0
Airlite:0.5|0.25999999046325684|0.75|0.6800000071525574|0.0|0.75|0.5400000214576721|0.8586956262588501|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.5|0.6200000047683716|0.75|0.5199999809265137|0.0|0.0|2.0|1.0|0.75|0.41592657566070557|0.0|0.0|0.0|0.873013973236084|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.5|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1.0|0.0|0.0|0.20312495529651642|1.0|15.0|1.0|0.5|0.0|1|0.3984375|0.5|0.0|1.0|1.0|0.5|0.0|0.0|0.6015625|0.5|0.0|1.0|1.0|0.5|0.4712643623352051|0.0|7|3|8|6|0|11|6|0.5011875033378601|1.0|0.0|0.0|0.5|-12.0|0.3515625|3|3|0.4453125|Osc 1 Pos=0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.609375/0.0!Filter 1 Freq=0.0/0.0/0.0/0.0/0.0/0.10000002384185791/0.031232833862304688/0.0/0.1499999761581421/0.171875/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.546875/0.0/0.0/0.0/0.0/-0.609375/0.0!Osc 1 Effect 1=0.0/0.0/0.0/0.009999990463256836/0.0/0.0/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.1875/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.21875/0.0
Airplane Wave:0.5|0.0|0.75|0.34090909361839294|0.0|0.75|0.296875|1.0|0.5|0.0|1.0|0.8068181872367859|0.0|0.0|0.0|1.0|0.75|0.3984375|0.078125|0.5|0.0|0.7941176295280457|0.5909090638160706|0.0|0.0|0.0|1.0|0.75|0.34375|0.0|0.0|0.25|0.5952399969100952|2.0|0.0|1.0|1.0|0.0|0.0|0.0|0.4330708980560303|0.16355057060718536|2.0|0.0|1.0|0.3636363744735718|0.0|1.0|0|0.3046875|0.5|0.4375|0.3046875|0.0|0.37534570693969727|1.0|21.0|2.0|0.421875|1.0|0.59375|0.5546875|0.0|0.5|1.0|16.0|1.0|0.7734375|1.0|0|0.5|0.5|1.0|0.6929134130477905|1.0|0.5|0.8786126971244812|0.0|0.5|0.5|0.0|0.9425287246704102|1.0|0.5|0.5144508481025696|0.0|0|2|11|5|0|11|6|0.4173228442668915|1.0|0.5873016119003296|0.0|0.5|-10.0|0.96875|4|3|0.33937501907348633|Filter 1 Freq=0.0/0.0/0.0/0.0/0.078125/0.0/0.0/0.0/0.0/-0.109375/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.078125/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.25/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.0/0.859375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.65625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Gain=0.0/0.0/0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 2 Drive=0.0/0.0/0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0!Env 3 Sustain=0.0/0.0/0.0/0.0/-1.0/0.0/0.0/0.0/0.0/0.546875/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0
Alien Cesarian:0.9105691313743591|0.65625|0.75|0.6111111044883728|0.0|0.75|0.35227271914482117|0.38211381435394287|0.5|0.6086956262588501|0.75|0.4202898442745209|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.6747967600822449|0.15573769807815552|0.6811594367027283|1.0|0.1304347813129425|0.024390242993831635|0.0|0.0|0.9918699264526367|0.75|0.0|0.46341463923454285|0.0|0.0|0.7476733326911926|0.0|0.0|1.0|0.5909090638160706|0.0|0.0|0.0|0.0|0.5981313586235046|0.0|0.0|0.0|0.2954545319080353|0.0|0.0|0|0.0|1.0|1.0|0.0|0.703125|0.6796875|1.0|15.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|15.0|0.0|1.0|0.0|1|0.5|1.0|0.0|1.0|1.0|0.5|0.7284768223762512|-12.0|0.5|0.5|0.0|1.0|1.0|0.5|0.3708609342575073|0.0|5|0|11|0|0|1|6|0.5011875033378601|0.0|0.0|1.0|0.4375|-12.0|0.6953125|5|8|0.7079460024833679|Filter 1 Freq=0.0/0.828125/0.0/0.0/0.0/0.0/0.09374618530273438/0.0/0.0/0.0/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.328125/0.0/0.0/1.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.515625/0.4375/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Gain=0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Transp=0.0/0.359375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.40625/-0.28125/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Transp=0.0/0.0/0.0/0.0/0.65625/0.0/0.0/0.0/0.0/0.0/0.0!Time=0.0/0.0/0.4375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Global Mod Amount=0.0/0.0/1.0/0.015625/0.109375/0.0/0.0/0.0/0.0/0.0/0.0
Alphalog Brass:0.5|0.0625|0.692307710647583|0.4383561611175537|0.0|0.6515151262283325|0.23656250536441803|0.9453125|0.5153846144676208|0.234375|0.75|0.8046875|0.0|0.0|0.0|1.0|0.3125|0.578125|0.7365624904632568|0.5|0.546875|0.75|0.515625|0.0|0.0|0.0|1.0|0.75|0.3671875|0.796875|0.0|0.09375|0.3253968358039856|3.0|0.0|1.0|0.29952383041381836|1.0|0.0|0.0|0.0859375|0.6349207162857056|3.0|0.0|1.0|0.2880000174045563|0.0|0.0|0|0.0|0.484375|0.4453125|0.4375|0.4921875|0.32078906893730164|1.0|2.0|0.0|0.5|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1|0.578125|0.4453125|0.0703125|0.8403361439704895|1.0|0.171875|0.4964539110660553|0.0|0.34375|0.515625|0.015625|0.7478991746902466|1.0|0.75|0.5177304744720459|0.0|10|2|2|0|2|7|3|0.296875|1.0|0.859375|0.0|0.5859375|-12.0|0.6796875|6|5|0.3359375|Filter 1 Freq=0.0/0.3543749153614044/-0.546875/0.0/0.0/0.0625/0.0/0.0/0.1875/0.0625/0.046875!Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0416666679084301/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.03125!Osc 1 Transp=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.004166666883975267!Osc 1 Pos=0.0/0.015625/0.0/-0.234375/0.0/0.03125/0.0/0.0/0.0/-0.5/0.09375!Osc 1 Effect 1=0.0/0.171875/0.0/0.09375/0.0/0.0/0.0/0.0/0.0/0.0/-0.15625!Osc 1 Pan=0.0/0.0/0.0/0.0/0.0/-0.109375/0.0/0.0/0.0/0.0/0.546875!Osc 2 Effect 1=0.0/-0.109375/0.0/0.234375/0.0/0.0/0.0/0.0/0.0/0.375/0.0!Osc 2 Effect 2=0.0/0.34375/0.0/0.484375/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pan=0.0/0.0/0.0/0.0/0.0/0.21875/0.0/0.0/0.0/0.0/-0.546875!Filter 2 Freq=0.0/0.203125/-0.296875/0.25/0.0/0.171875/0.0/0.0/0.015625/-0.125/0.1875!Unison Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046875
Altered Harmonic Bass:0.8125|0.1458333283662796|0.75|0.78125|0.0|0.734375|0.2734375|0.96875|0.28125|0.1171875|1.0|0.8068181872367859|0.0|0.40625|0.0|0.28125|0.75|0.296875|0.9296875|0.5|0.0625|0.7941176295280457|0.5909090638160706|0.0|0.0|0.0|0.921875|0.75|0.2578125|0.75|0.0|0.1328125|0.19841328263282776|3.0|0.0|1.0|0.1031746044754982|0.0|0.0|0.0|0.0625|0.44445714354515076|0.0|0.0|1.0|0.3095238208770752|0.0|0.0|0|0.203125|0.21875|1.0|0.0|0.0|0.37534570693969727|1.0|15.0|2.0|0.421875|1.0|1.0|0.0|0.0|0.5|1.0|14.0|1.0|0.7734375|1.0|0|0.4609375|0.640625|0.015625|0.7058823704719543|1.0|0.359375|0.4117647111415863|0.0|0.53125|0.5|0.140625|0.9159663915634155|1.0|0.7109375|0.4285714328289032|0.0|6|2|1|6|1|7|6|0.5390625|1.0|0.859375|1.0|0.5|0.0|0.0390625|1|2|0.6328125|Filter 1 Freq=0.390625/0.09375/0.0/0.0/0.078125/0.3125/0.0/0.0/0.0625/-0.203125/0.0!Volume=0.0/-0.03125/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/-0.000899970531463623/0.0/0.0/-0.004999995231628418/0.0/0.019999980926513672/0.0/0.0/0.0!Osc 2 Pos=0.125/-0.03125/0.0/0.0/0.25/-0.328125/0.0/0.0/0.0/0.0/0.0!Osc 1 Pos=0.4375/0.125/0.0/0.0/0.0/-0.078125/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.0/-0.015625/0.0/0.0/-0.46875/0.0/0.0/0.0/0.24000000953674316/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.625/0.0/0.0/0.03125/0.0/0.0!Osc 1 Effect 2=0.0/0.0/0.0/-0.015625/0.0/0.3125/0.0/0.0/0.0/0.0/0.0!Osc 2 Gain=0.0/0.03125/0.140625/0.265625/-0.140625/0.59375/0.0/0.0/0.0/-0.09375/0.0!Filter 1 Res=0.0/0.0/0.0/0.0/0.0/0.140625/0.0/0.0/0.0/0.0/0.0!Filter 2 Res=0.0/0.859375/0.0/0.0/0.0/0.03125/0.0/0.0/0.0/-0.09375/0.0!Filter 2 Drive=0.0/0.046875/0.0/0.0/1.0/0.671875/0.03125/0.0/0.0/-0.28125/0.0!LFO 1 Amount=0.65625/-0.21875/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.859375/0.40625/-0.28125/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0
Amber Aureolin:0.5|0.08408964425325394|1.0|0.4029850661754608|0.0|1.0|0.5234375|0.8965517282485962|0.27586206793785095|0.4375|0.75|0.5625|0.0|0.0|0.0|1.0|1.0|0.390625|0.1796875|1.0|0.515625|0.75|0.0|1.0|1.0|1.0|0.0|0.75|0.3515625|0.0|0.0|0.0|0.13492222130298615|0.0|0.0|1.0|0.230158731341362|1.0|0.0|0.0|0.0|0.7857151031494141|0.0|0.0|1.0|0.4126984179019928|0.0|0.0|1|0.25|0.9765625|1.0|0.0|0.0|0.32078906893730164|1.0|6.0|0.0|0.5|1.0|1.0|0.0|0.0|0.2109374850988388|1.0|5.0|0.0|0.5|1.0|0|0.5|0.5|0.0|1.0|1.0|0.5|0.0|-12.0|0.5|0.5|0.0|1.0|1.0|0.5|0.586776852607727|0.0|1|0|1|1|0|0|6|0.375|1.0|0.6171875|1.0|0.5|0.0|0.53125|4|5|0.7079460024833679|Filter 1 Freq=0.0/0.75/0.0/0.359375/0.0/0.40625/0.0/0.0/0.515625/0.0/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.34375/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04999995231628418/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/-0.203125/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Pos=0.0/1.0/0.0/0.0/0.09375/0.0/0.0/0.0/0.0/0.375/0.0!Filter 2 Freq=0.0/0.0/-0.71875/0.296875/-0.375/0.0/0.0/0.0/0.0/0.0/0.0!LFO 2 Amount=0.0/0.0/0.578125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Sub Gain=0.3125/0.375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Time=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/-0.5625/0.0!Global Mod Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.5625/0.0!Unison Amount=0.0/0.578125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Amber Low Glow:0.5|0.08408964425325394|0.75|0.9342105388641357|0.0|0.75|0.1640625|0.078125|0.5|0.7777777910232544|0.75|0.4761904776096344|0.0|0.48543688654899597|0.0|0.9805825352668762|0.75|0.41592657566070557|0.0|0.5|0.5066666603088379|0.75|0.8266666531562805|0.0|0.019417475908994675|0.0|1.0|0.75|0.36000001430511475|1.0|0.0|0.5416666865348816|0.20634908974170685|2.0|0.0|1.0|0.190476194024086|0.0|1.0|0.0|0.1796875|0.7936528325080872|4.0|0.0|1.0|0.2698412835597992|0.0|0.0|0|0.09375|0.5|0.4296875|0.703125|0.0|0.734375|1.0|15.0|1.0|0.5|1.0|0.578125|0.515625|0.0|1.0|1.0|21.0|1.0|0.8125|1.0|0|0.5|0.5|0.2265625|0.7226890921592712|1.0|0.3984375|0.0|0.0|0.5|0.5|1.0|0.8235294222831726|1.0|0.5|0.2857142984867096|-24.0|7|0|8|1|3|0|6|0.6640625|1.0|1.0|0.0|1.0|-12.0|0.046875|1|2|0.4453125|Filter 1 Freq=0.0/0.0/0.0/0.28125/0.0/0.0/0.0/0.0/0.0/-0.5625/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 2 Pos=0.0/0.40625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.34375/0.0!Osc 1 Pos=0.0/0.0/0.765625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.0/0.671875/0.0/0.0/0.0/0.0/0.0/0.0/0.609375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.125/0.0!Osc 2 Effect 1=0.0/0.0/0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0
Ambient Element:0.5|0.08408964425325394|0.75|0.760869562625885|0.0|0.75|0.5859375|0.0|0.5|0.08408964425325394|0.75|0.6739130616188049|0.0|0.0|0.0|1.0|0.75|0.6739130616188049|0.0|0.5|0.0|0.75|0.125|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.0|0.0|0.0|0.7460546493530273|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.5|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1|0.5|0.5|0.0|1.0|1.0|0.5|0.0|0.0|0.5|0.5|0.0|1.0|1.0|0.5|0.0|0.0|7|0|12|6|0|13|6|0.5011875033378601|1.0|0.0|1.0|0.5|0.0|0.30000001192092896|3|3|0.434008926153183|Filter 1 Freq=0.0/0.0/0.0/0.0/0.0/0.10000002384185791/0.0/0.0/0.0/0.2999999523162842/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.484375/0.0/0.0/0.0/0.0/0.0/0.0/0.20000004768371582/0.0/0.0
